case,file,file_name,function,parent,lineno,endline,complexity,radon_grade,radon_grade_num,n_pycefr_constructs,n_pycefr_classes,max_level_num,max_level,mean_level_num,level_counts,top_classes
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/level_order_traversal/level_order_traversal.py,level_order_traversal.py,__init__,,5,7,1,A,1,8,4,2.0,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/reverse_level_order_traversal/reverse_level_order_traversal.py,reverse_level_order_traversal.py,traverse,,22,43,6,B,2,26,9,3.0,B1,1.5384615384615385,"{""A1"": 13, ""A2"": 12, ""B1"": 1}","{""Simple Atributte"": 11, ""Simple Assignment"": 5, ""Simple If statements"": 3, ""Return"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/reverse_level_order_traversal/reverse_level_order_traversal.py,reverse_level_order_traversal.py,TreeNode,,4,7,2,A,1,9,5,3.0,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/reverse_level_order_traversal/reverse_level_order_traversal.py,reverse_level_order_traversal.py,__init__,,5,7,1,A,1,8,4,2.0,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/connect_level_order_siblings/connect_level_order_siblings.py,connect_level_order_siblings.py,connect_level_order_siblings,,39,59,7,B,2,53,8,3.0,B1,1.5660377358490567,"{""A2"": 26, ""A1"": 25, ""B1"": 2}","{""Simple Atributte"": 25, ""Simple Assignment"": 15, ""Simple If statements"": 7, ""While with Else Loop"": 2, ""'range' call function"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/connect_level_order_siblings/connect_level_order_siblings.py,connect_level_order_siblings.py,print_level_order,,23,36,6,B,2,33,9,3.0,B1,1.4242424242424243,"{""A1"": 22, ""A2"": 8, ""B1"": 3}","{""Simple Assignment"": 9, ""Simple Atributte"": 8, ""Print"": 4, ""Simple If statements"": 4, ""While with Else Loop"": 3, ""Function with Simple argument"": 2, ""Simple List"": 1, ""Return"": 1, ""Unary Operation"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/connect_level_order_siblings/connect_level_order_siblings.py,connect_level_order_siblings.py,TreeNode,,17,36,5,A,1,53,11,3.0,B1,1.490566037735849,"{""A1"": 32, ""A2"": 16, ""B1"": 5}","{""Simple Atributte"": 16, ""Simple Assignment"": 13, ""Simple Tuple"": 4, ""Print"": 4, ""Simple If statements"": 4, ""Function with Simple argument"": 4, ""While with Else Loop"": 3, ""Simple Class  Using the constructor method --> __init__"": 2, ""Simple List"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/connect_level_order_siblings/connect_level_order_siblings.py,connect_level_order_siblings.py,__init__,,18,20,1,A,1,11,4,2.0,A2,1.4545454545454546,"{""A1"": 6, ""A2"": 5}","{""Simple Atributte"": 5, ""Simple Assignment"": 3, ""Simple Tuple"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/level_averages_in_binary_tree/level_averages_in_binary_tree.py,level_averages_in_binary_tree.py,find_level_averages,,22,45,6,B,2,26,10,3.0,B1,1.5384615384615385,"{""A1"": 13, ""A2"": 12, ""B1"": 1}","{""Simple Atributte"": 10, ""Simple Assignment"": 5, ""Simple If statements"": 3, ""Return"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/level_averages_in_binary_tree/level_averages_in_binary_tree.py,level_averages_in_binary_tree.py,TreeNode,,4,7,2,A,1,9,5,3.0,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/level_averages_in_binary_tree/level_averages_in_binary_tree.py,level_averages_in_binary_tree.py,__init__,,5,7,1,A,1,8,4,2.0,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/max_depth_of_tree/max_depth_of_tree.py,max_depth_of_tree.py,find_maxiimum_depth,,21,42,6,B,2,22,9,3.0,B1,1.5454545454545454,"{""A1"": 11, ""A2"": 10, ""B1"": 1}","{""Simple Atributte"": 8, ""Simple Assignment"": 4, ""Simple If statements"": 3, ""Return"": 2, ""'range' call function"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/max_depth_of_tree/max_depth_of_tree.py,max_depth_of_tree.py,TreeNode,,2,5,2,A,1,9,5,3.0,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/max_depth_of_tree/max_depth_of_tree.py,max_depth_of_tree.py,__init__,,3,5,1,A,1,8,4,2.0,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/largest_value_on_each_level/largest_value_on_each_level.py,largest_value_on_each_level.py,find_level_averages,,22,45,6,B,2,28,10,3.0,B1,1.5,"{""A1"": 15, ""A2"": 12, ""B1"": 1}","{""Simple Atributte"": 11, ""Simple Assignment"": 6, ""Simple If statements"": 3, ""Return"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Unary Operation"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/largest_value_on_each_level/largest_value_on_each_level.py,largest_value_on_each_level.py,TreeNode,,4,7,2,A,1,9,5,3.0,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/largest_value_on_each_level/largest_value_on_each_level.py,largest_value_on_each_level.py,__init__,,5,7,1,A,1,8,4,2.0,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/left_view_of_tree/left_view_of_binary_tree.py,left_view_of_binary_tree.py,tree_left_view,,23,46,7,B,2,24,9,3.0,B1,1.5,"{""A1"": 13, ""A2"": 10, ""B1"": 1}","{""Simple Atributte"": 9, ""Simple Assignment"": 4, ""Simple If statements"": 4, ""Return"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/left_view_of_tree/left_view_of_binary_tree.py,left_view_of_binary_tree.py,TreeNode,,5,8,2,A,1,9,5,3.0,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/left_view_of_tree/left_view_of_binary_tree.py,left_view_of_binary_tree.py,__init__,,6,8,1,A,1,8,4,2.0,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/right_view_of_binary_tree/right_view_of_binary_tree.py,right_view_of_binary_tree.py,tree_right_view,,23,46,7,B,2,24,9,3.0,B1,1.5,"{""A1"": 13, ""A2"": 10, ""B1"": 1}","{""Simple Atributte"": 9, ""Simple Assignment"": 4, ""Simple If statements"": 4, ""Return"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/right_view_of_binary_tree/right_view_of_binary_tree.py,right_view_of_binary_tree.py,TreeNode,,5,8,2,A,1,9,5,3.0,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/7_tree_breath_first_search/right_view_of_binary_tree/right_view_of_binary_tree.py,right_view_of_binary_tree.py,__init__,,6,8,1,A,1,8,4,2.0,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/permutation_in_a_string/find_permutation.py,find_permutation.py,find_permutation,,1,32,10,B,2,37,11,2.0,A2,1.2162162162162162,"{""A1"": 29, ""A2"": 8}","{""Subscript"": 8, ""Simple Assignment"": 7, ""Simple If statements"": 7, ""Simplified incremental Assignment with increase amount"": 4, ""Simple Tuple"": 2, ""Simplified incremental Assignment with decrease subtraction"": 2, ""Simple For Loop"": 2, ""Return"": 2, ""Simple Dictionary"": 1, ""'range' call function"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/fruits_into_baskets/fruits_into_baskets.py,fruits_into_baskets.py,fruits_into_baskets,,5,32,6,B,2,30,13,3.0,B1,1.2333333333333334,"{""A1"": 24, ""A2"": 5, ""B1"": 1}","{""Simple Assignment"": 8, ""Subscript"": 7, ""Simple If statements"": 3, ""Simplified incremental Assignment with increase amount"": 2, ""Return"": 2, ""Simple Dictionary"": 1, ""'range' call function"": 1, ""Unary Operation"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Delete"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/average_of_subarrays/averages_of_subarrays.py,averages_of_subarrays.py,find_averages_of_subarrays,,1,13,3,A,1,16,12,2.0,A2,1.3125,"{""A1"": 11, ""A2"": 5}","{""Simple Tuple"": 2, ""Subscript"": 2, ""Simple Assignment"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Simple Atributte"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/smallest_subarray_with_greater_sum/smallest_subarray_with_greater_sum.py,smallest_subarray_with_greater_sum.py,smallest_subarray_with_given_sum,,36,50,4,A,1,19,12,3.0,B1,1.4210526315789473,"{""A1"": 12, ""A2"": 6, ""B1"": 1}","{""Simple Assignment"": 3, ""Simple Tuple"": 2, ""Simple Atributte"": 2, ""Subscript"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""Return"": 2, ""'range' call function"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/smallest_subarray_with_greater_sum/smallest_subarray_with_greater_sum.py,smallest_subarray_with_greater_sum.py,smallest_subarray_with_greater_sum,,6,24,1,A,1,20,11,4.0,B2,1.35,"{""A1"": 15, ""A2"": 4, ""B2"": 1}","{""Return"": 4, ""Simple If statements"": 3, ""Simple Tuple"": 2, ""Subscript"": 2, ""Simple Assignment"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""'range' call function"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/smallest_subarray_with_greater_sum/smallest_subarray_with_greater_sum.py,smallest_subarray_with_greater_sum.py,_find_smallest_subarray,smallest_subarray_with_greater_sum,8,22,5,A,1,17,10,4.0,B2,1.411764705882353,"{""A1"": 12, ""A2"": 4, ""B2"": 1}","{""Simple If statements"": 3, ""Return"": 3, ""Simple Tuple"": 2, ""Subscript"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""'range' call function"": 1, ""Simple Assignment"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simple For Loop"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/longest_sub_array_with_ones_after_replacement/length_of_longest_substring.py,length_of_longest_substring.py,length_of_longest_substring,,1,17,5,A,1,18,10,2.0,A2,1.2222222222222223,"{""A1"": 14, ""A2"": 4}","{""Simple Assignment"": 4, ""Simple If statements"": 3, ""Simple Tuple"": 2, ""Subscript"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""'range' call function"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/subarrays_with_product_less_than_target/find_subarrays.py,find_subarrays.py,find_subarrays,,1,21,7,B,2,57,16,3.0,B1,1.3157894736842106,"{""A1"": 42, ""A2"": 12, ""B1"": 3}","{""Subscript"": 9, ""Simple Tuple"": 6, ""Simple If statements"": 6, ""Simple Atributte"": 5, ""Simple Assignment"": 5, ""Simple List"": 4, ""Slice"": 3, ""Simplified incremental Assignment with increase amount"": 3, ""While with Else Loop"": 3, ""'range' call function"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/longest_substr_with_same_letters_after_replacement/longest_substr_with_same_letters.py,longest_substr_with_same_letters.py,length_of_longest_substring,,9,32,4,A,1,26,11,2.0,A2,1.1923076923076923,"{""A1"": 21, ""A2"": 5}","{""Simple Assignment"": 8, ""Subscript"": 6, ""Simple Tuple"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""Simple If statements"": 2, ""Simple Dictionary"": 1, ""'range' call function"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/longest_substr_with_max_k_distinct_chars/longest_subtr.py,longest_subtr.py,longest_substring_with_k_distinct,,6,28,5,A,1,26,12,3.0,B1,1.2692307692307692,"{""A1"": 20, ""A2"": 5, ""B1"": 1}","{""Subscript"": 7, ""Simple Assignment"": 7, ""Simplified incremental Assignment with increase amount"": 2, ""Simple If statements"": 2, ""Simple Dictionary"": 1, ""'range' call function"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Delete"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/maximum_sum_subarray_of_size_K/maximum_sum_subarray_of_size_K.py,maximum_sum_subarray_of_size_K.py,max_sum_subarray,,3,19,5,A,1,19,11,3.0,B1,1.3157894736842106,"{""A1"": 14, ""A2"": 4, ""B1"": 1}","{""Simple Assignment"": 4, ""Simple Tuple"": 2, ""Subscript"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""Simple If statements"": 2, ""Return"": 2, ""'range' call function"": 1, ""If statements expression (else)"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simple For Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/smallest_window_containing_substr/find_substring.py,find_substring.py,find_substring,,1,33,10,B,2,40,12,2.0,A2,1.175,"{""A1"": 33, ""A2"": 7}","{""Subscript"": 9, ""Simple Assignment"": 9, ""Simple If statements"": 6, ""Simplified incremental Assignment with increase amount"": 4, ""Simple For Loop"": 3, ""Simple Tuple"": 2, ""Return"": 2, ""Simple Dictionary"": 1, ""'range' call function"": 1, ""Slice"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/string_anagram/string_anagram.py,string_anagram.py,find_string_anagrams,,1,35,10,B,2,39,13,2.0,A2,1.2307692307692308,"{""A1"": 30, ""A2"": 9}","{""Subscript"": 8, ""Simple Assignment"": 8, ""Simple If statements"": 7, ""Simplified incremental Assignment with increase amount"": 4, ""Simple Tuple"": 2, ""Simplified incremental Assignment with decrease subtraction"": 2, ""Simple For Loop"": 2, ""Simple List"": 1, ""Simple Dictionary"": 1, ""'range' call function"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/words_concatenation/find_word_concatenation.py,find_word_concatenation.py,find_word_concatenation,,1,4,1,A,1,4,4,1.0,A1,1.0,"{""A1"": 4}","{""Simple List"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/longest_substr_with_distinct_chars/longest_substr_with_distinct_chars.py,longest_substr_with_distinct_chars.py,non_repeat_substring,,9,34,5,A,1,27,12,3.0,B1,1.2592592592592593,"{""A1"": 21, ""A2"": 5, ""B1"": 1}","{""Subscript"": 8, ""Simple Assignment"": 7, ""Simplified incremental Assignment with increase amount"": 2, ""Simple If statements"": 2, ""Simple Dictionary"": 1, ""'range' call function"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Delete"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/1_sliding_window/longest_substr_with_distinct_chars/longest_substr_with_distinct_chars.py,longest_substr_with_distinct_chars.py,non_repeat_substring_2,,44,63,3,A,1,16,8,2.0,A2,1.125,"{""A1"": 14, ""A2"": 2}","{""Simple Assignment"": 7, ""Subscript"": 3, ""Simple Dictionary"": 1, ""'range' call function"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_sublist/reverse_sublist.py,reverse_sublist.py,reverse_sub_list,,25,55,7,B,2,33,9,3.0,B1,1.3333333333333333,"{""A1"": 24, ""A2"": 7, ""B1"": 2}","{""Simple Assignment"": 15, ""Simple Atributte"": 5, ""Simple Tuple"": 2, ""Boolean Operation"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""Simple If statements"": 2, ""While with Else Loop"": 2, ""Return"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_sublist/reverse_sublist.py,reverse_sublist.py,Node,,10,22,3,A,1,17,9,3.0,B1,1.588235294117647,"{""A1"": 9, ""A2"": 6, ""B1"": 2}","{""Simple Assignment"": 5, ""Simple Atributte"": 4, ""Print"": 2, ""Boolean Operation"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""While with Else Loop"": 1, ""Function with Simple argument with Default argument"": 1, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_sublist/reverse_sublist.py,reverse_sublist.py,print_list,,15,22,3,A,1,11,7,3.0,B1,1.4545454545454546,"{""A1"": 7, ""A2"": 3, ""B1"": 1}","{""Simple Assignment"": 3, ""Print"": 2, ""Simple Atributte"": 2, ""Boolean Operation"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_sublist/reverse_sublist.py,reverse_sublist.py,__init__,,11,13,1,A,1,5,3,2.0,A2,1.6,"{""A2"": 3, ""A1"": 2}","{""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_alternating_K-element_sub-list/reverse_alternate_k_elements.py,reverse_alternate_k_elements.py,alternate,,58,83,10,B,2,43,10,3.0,B1,1.3255813953488371,"{""A1"": 32, ""A2"": 8, ""B1"": 3}","{""Simple Assignment"": 12, ""Simple Tuple"": 8, ""Simple Atributte"": 6, ""Unary Operation"": 3, ""Boolean Operation"": 3, ""Simple If statements"": 3, ""While with Else Loop"": 3, ""Simplified incremental Assignment with increase amount"": 2, ""Return"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_alternating_K-element_sub-list/reverse_alternate_k_elements.py,reverse_alternate_k_elements.py,reverse_alternate_k_elements,,22,53,9,B,2,36,9,3.0,B1,1.3611111111111112,"{""A1"": 26, ""A2"": 7, ""B1"": 3}","{""Simple Assignment"": 14, ""Simple Atributte"": 5, ""Simple Tuple"": 4, ""Boolean Operation"": 3, ""While with Else Loop"": 3, ""Simplified incremental Assignment with increase amount"": 2, ""Simple If statements"": 2, ""Return"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_alternating_K-element_sub-list/reverse_alternate_k_elements.py,reverse_alternate_k_elements.py,Node,,3,13,3,A,1,14,7,3.0,B1,1.6428571428571428,"{""A1"": 7, ""A2"": 5, ""B1"": 2}","{""Simple Atributte"": 4, ""Simple Assignment"": 4, ""Print"": 2, ""While with Else Loop"": 1, ""Function with Simple argument with Default argument"": 1, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_alternating_K-element_sub-list/reverse_alternate_k_elements.py,reverse_alternate_k_elements.py,print_list,,8,13,2,A,1,8,5,3.0,B1,1.5,"{""A1"": 5, ""A2"": 2, ""B1"": 1}","{""Print"": 2, ""Simple Atributte"": 2, ""Simple Assignment"": 2, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_alternating_K-element_sub-list/reverse_alternate_k_elements.py,reverse_alternate_k_elements.py,__init__,,4,6,1,A,1,5,3,2.0,A2,1.6,"{""A2"": 3, ""A1"": 2}","{""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_linkedlist/reverse_linkedlist.py,reverse_linkedlist.py,reverse,,23,35,3,A,1,13,6,3.0,B1,1.3076923076923077,"{""A1"": 10, ""A2"": 2, ""B1"": 1}","{""Simple Assignment"": 7, ""Simple Atributte"": 2, ""Simple If statements"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_linkedlist/reverse_linkedlist.py,reverse_linkedlist.py,Node,,11,21,3,A,1,14,7,3.0,B1,1.6428571428571428,"{""A1"": 7, ""A2"": 5, ""B1"": 2}","{""Simple Atributte"": 4, ""Simple Assignment"": 4, ""Print"": 2, ""While with Else Loop"": 1, ""Function with Simple argument with Default argument"": 1, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_linkedlist/reverse_linkedlist.py,reverse_linkedlist.py,print_list,,16,21,2,A,1,8,5,3.0,B1,1.5,"{""A1"": 5, ""A2"": 2, ""B1"": 1}","{""Print"": 2, ""Simple Atributte"": 2, ""Simple Assignment"": 2, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/patterns/src/6_in_place_reversal_of_linkedlist/reverse_linkedlist/reverse_linkedlist.py,reverse_linkedlist.py,__init__,,12,14,1,A,1,5,3,2.0,A2,1.6,"{""A2"": 3, ""A1"": 2}","{""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Function with Simple argument with Default argument"": 1}"
