case,file,file_name,function,parent,lineno,endline,complexity,radon_grade,radon_grade_num,n_pycefr_constructs,n_pycefr_classes,max_level_num,max_level,mean_level_num,level_counts,top_classes
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/bellman_ford_algorithm/bellman_ford_algorithm.py,bellman_ford_algorithm.py,bellmanFord,,6,24,8,B,2,61,13,2.0,A2,1.0655737704918034,"{""A1"": 57, ""A2"": 4}","{""Subscript"": 16, ""Simple Assignment"": 8, ""Assigment with sum (total = total + 1)"": 6, ""Simple List"": 4, ""Simple Tuple"": 4, ""Boolean Operation"": 4, ""Simple If statements"": 4, ""Simple For Loop"": 4, ""Return"": 4, ""'range' call function"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/bfs/breath_first_search.py,breath_first_search.py,bfs,,3,17,5,A,1,18,10,3.0,B1,1.3333333333333333,"{""A1"": 13, ""A2"": 4, ""B1"": 1}","{""Simple Atributte"": 4, ""Simple Assignment"": 3, ""Simple List"": 2, ""Simple Tuple"": 2, ""Simple If statements"": 2, ""Subscript"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/dijkstras_algorithm/dijkstras_algorithm_with_min_heap.py,dijkstras_algorithm_with_min_heap.py,dijkstra,,31,45,5,A,1,46,12,5.0,C1,1.3043478260869565,"{""A1"": 40, ""A2"": 2, ""C1"": 2, ""B1"": 2}","{""Simple Assignment"": 12, ""Simple Tuple"": 8, ""Subscript"": 8, ""Simple List"": 2, ""'range' call function"": 2, ""Simple List Comprehension"": 2, ""Assigment with sum (total = total + 1)"": 2, ""Simple If statements"": 2, ""Simple For Loop"": 2, ""While with Else Loop"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/dijkstras_algorithm/dijkstras_algorithm_with_sorted_set.py,dijkstras_algorithm_with_sorted_set.py,dijkstra,,3,21,6,B,2,60,12,5.0,C1,1.3666666666666667,"{""A1"": 46, ""A2"": 10, ""C1"": 2, ""B1"": 2}","{""Subscript"": 12, ""Simple Assignment"": 12, ""Simple Tuple"": 10, ""Simple Atributte"": 8, ""Simple If statements"": 4, ""'range' call function"": 2, ""Simple List Comprehension"": 2, ""Assigment with sum (total = total + 1)"": 2, ""Simple For Loop"": 2, ""While with Else Loop"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/kosarajus_algorithm/kosarajus_algorithm.py,kosarajus_algorithm.py,get_strongly_connected_components,,1,17,5,A,1,44,11,3.0,B1,1.2272727272727273,"{""A1"": 36, ""A2"": 6, ""B1"": 2}","{""Simple Assignment"": 10, ""Simple List"": 8, ""Simple Tuple"": 4, ""Simple Atributte"": 4, ""Subscript"": 4, ""Simple If statements"": 4, ""'range' call function"": 2, ""Simple For Loop"": 2, ""While with Else Loop"": 2, ""Function with Simple argument"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/kosarajus_algorithm/kosarajus_algorithm.py,kosarajus_algorithm.py,transpose_graph,,26,33,4,A,1,28,10,5.0,C1,1.5714285714285714,"{""A1"": 18, ""A2"": 8, ""C1"": 2}","{""Subscript"": 6, ""'range' call function"": 4, ""Simple Assignment"": 4, ""Simple List"": 2, ""Simple Atributte"": 2, ""Simple List Comprehension"": 2, ""1 Nested For Loop"": 2, ""Simple For Loop"": 2, ""Function with Simple argument"": 2, ""Return"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/kosarajus_algorithm/kosarajus_algorithm.py,kosarajus_algorithm.py,top_sort,,19,24,3,A,1,16,6,4.0,B2,1.5,"{""A1"": 12, ""A2"": 2, ""B2"": 2}","{""Subscript"": 6, ""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Simple If statements"": 2, ""Simple For Loop"": 2, ""Recursive Functions"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/kosarajus_algorithm/kosarajus_algorithm.py,kosarajus_algorithm.py,get_components,,35,41,3,A,1,16,6,4.0,B2,1.5,"{""A1"": 12, ""A2"": 2, ""B2"": 2}","{""Subscript"": 6, ""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Simple If statements"": 2, ""Simple For Loop"": 2, ""Recursive Functions"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/topological_sort/topological_sort_recursion.py,topological_sort_recursion.py,Graph,,3,29,3,A,1,28,10,3.0,B1,1.4285714285714286,"{""A1"": 17, ""A2"": 10, ""B1"": 1}","{""Simple Atributte"": 10, ""Function with Simple argument"": 4, ""Simple Assignment"": 3, ""Simple List"": 2, ""Subscript"": 2, ""Simple If statements"": 2, ""Simple For Loop"": 2, ""Unary Operation"": 1, ""Return"": 1, ""Inherited Class from object Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/topological_sort/topological_sort_recursion.py,topological_sort_recursion.py,topological_sort_util,,11,18,3,A,1,9,6,2.0,A2,1.4444444444444444,"{""A1"": 5, ""A2"": 4}","{""Simple Atributte"": 4, ""Unary Operation"": 1, ""Subscript"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/topological_sort/topological_sort_recursion.py,topological_sort_recursion.py,topological_sort,,20,29,3,A,1,11,7,2.0,A2,1.2727272727272727,"{""A1"": 8, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple List"": 2, ""Simple Assignment"": 2, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/topological_sort/topological_sort_recursion.py,topological_sort_recursion.py,__init__,,4,5,1,A,1,3,3,2.0,A2,1.3333333333333333,"{""A1"": 2, ""A2"": 1}","{""Simple Atributte"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/topological_sort/topological_sort_recursion.py,topological_sort_recursion.py,add_edge,,8,9,1,A,1,4,3,2.0,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Subscript"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/topological_sort/topological_sort_bfs.py,topological_sort_bfs.py,topological_sort,,13,45,10,B,2,40,14,5.0,C1,1.475,"{""A1"": 28, ""A2"": 9, ""C1"": 2, ""B1"": 1}","{""Subscript"": 8, ""Simple Assignment"": 6, ""Simple Atributte"": 5, ""Simple List"": 3, ""Simple If statements"": 3, ""Simple For Loop"": 3, ""Simple Tuple"": 2, ""'range' call function"": 2, ""Simple Dictionary Comprehension"": 2, ""Return"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/topological_sort/topological_sort_bfs.py,topological_sort_bfs.py,main,,47,53,1,A,1,24,6,2.0,A2,1.125,"{""A1"": 21, ""A2"": 3}","{""Simple List"": 17, ""Print"": 3, ""4 Nested List"": 1, ""5 Nested List"": 1, ""8 Nested List"": 1, ""Function"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/single_source_shortest_path_problem/sss_path_bfs.py,sss_path_bfs.py,find_shortest_path,,15,29,4,A,1,19,10,3.0,B1,1.4210526315789473,"{""A1"": 12, ""A2"": 6, ""B1"": 1}","{""Simple Atributte"": 6, ""Simple Assignment"": 4, ""Simple List"": 2, ""Unary Operation"": 1, ""Subscript"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/single_source_shortest_path_problem/sss_path_bfs.py,sss_path_bfs.py,Graph,,6,29,3,A,1,30,13,3.0,B1,1.5,"{""A1"": 17, ""A2"": 11, ""B1"": 2}","{""Simple Atributte"": 9, ""Simple Assignment"": 6, ""Simple List"": 2, ""Subscript"": 2, ""Simple If statements"": 2, ""Function with Simple argument"": 2, ""Simple Dictionary"": 1, ""Unary Operation"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/single_source_shortest_path_problem/sss_path_bfs.py,sss_path_bfs.py,__init__,,7,10,2,A,1,6,5,2.0,A2,1.5,"{""A2"": 3, ""A1"": 3}","{""Simple Assignment"": 2, ""Simple Dictionary"": 1, ""Simple Atributte"": 1, ""Simple If statements"": 1, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/single_source_shortest_path_problem/sss_path_bfs.py,sss_path_bfs.py,add_edge,,12,13,1,A,1,4,3,2.0,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Subscript"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/dfs/depth_first_search.py,depth_first_search.py,dfs,,2,15,5,A,1,17,10,3.0,B1,1.3529411764705883,"{""A1"": 12, ""A2"": 4, ""B1"": 1}","{""Simple Atributte"": 4, ""Simple List"": 2, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Simple If statements"": 2, ""Subscript"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/floyd_warshall_algorithm/floyd_warshall_algorithm.py,floyd_warshall_algorithm.py,floyd_warshall,,2,20,11,C,3,44,9,2.0,A2,1.25,"{""A1"": 33, ""A2"": 11}","{""Subscript"": 18, ""'range' call function"": 7, ""Simple Assignment"": 5, ""1 Nested For Loop"": 4, ""Simple If statements"": 3, ""Simple For Loop"": 3, ""Unary Operation"": 2, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/minimum_spanning_trees/kruskals_algorithm/krusals_algorithm.py,krusals_algorithm.py,kruskals_algo,,33,48,4,A,1,30,12,3.0,B1,1.2666666666666666,"{""A1"": 23, ""A2"": 6, ""B1"": 1}","{""Simple Tuple"": 6, ""Subscript"": 6, ""Simple Atributte"": 4, ""Simple List"": 3, ""Simple Assignment"": 3, ""Simple For Loop"": 2, ""'range' call function"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/minimum_spanning_trees/kruskals_algorithm/krusals_algorithm.py,krusals_algorithm.py,union,,5,14,3,A,1,17,5,2.0,A2,1.0588235294117647,"{""A1"": 16, ""A2"": 1}","{""Subscript"": 8, ""Simple Assignment"": 5, ""Simple If statements"": 2, ""Simplified incremental Assignment with increase amount"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/minimum_spanning_trees/kruskals_algorithm/krusals_algorithm.py,krusals_algorithm.py,find_parent,,1,3,2,A,1,6,4,4.0,B2,1.5,"{""A1"": 5, ""B2"": 1}","{""Subscript"": 2, ""Return"": 2, ""Simple If statements"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/minimum_spanning_trees/prims_algorithm/prims_2.py,prims_2.py,prims_algo,,3,21,6,B,2,36,13,3.0,B1,1.1111111111111112,"{""A1"": 33, ""A2"": 2, ""B1"": 1}","{""Simple Assignment"": 7, ""Simple Tuple"": 6, ""Unary Operation"": 5, ""Subscript"": 5, ""Simple List"": 4, ""Simple If statements"": 2, ""Simple Atributte"": 1, ""Boolean Operation"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple For Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/graph_algorithms/minimum_spanning_trees/prims_algorithm/prims.py,prims.py,prims_algo,,3,17,5,A,1,26,13,3.0,B1,1.1923076923076923,"{""A1"": 23, ""B1"": 2, ""A2"": 1}","{""Simple Assignment"": 5, ""Simple Tuple"": 4, ""Subscript"": 4, ""Simple List"": 2, ""Unary Operation"": 2, ""Simple If statements"": 2, ""Assigment with sum (total = total + 1)"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/insertion_sort.py,insertion_sort.py,insertion_sort,,4,11,4,A,1,17,11,3.0,B1,1.3529411764705883,"{""A1"": 12, ""A2"": 4, ""B1"": 1}","{""Simple Assignment"": 4, ""Subscript"": 2, ""Simple Tuple"": 2, ""Simple Atributte"": 2, ""'range' call function"": 1, ""Boolean Operation"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/insertion_sort.py,insertion_sort.py,swap,,14,15,1,A,1,16,7,3.0,B1,1.4375,"{""A1"": 10, ""A2"": 5, ""B1"": 1}","{""Simple Atributte"": 5, ""Subscript"": 4, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Boolean Operation"": 1, ""While with Else Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/selection_sort.py,selection_sort.py,selection_sort,,4,15,4,A,1,12,9,3.0,B1,1.3333333333333333,"{""A1"": 9, ""A2"": 2, ""B1"": 1}","{""Simple Assignment"": 3, ""Subscript"": 2, ""'range' call function"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/selection_sort.py,selection_sort.py,swap,,18,19,1,A,1,8,4,1.0,A1,1.0,"{""A1"": 8}","{""Subscript"": 4, ""Simple Tuple"": 2, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/merge_sort.py,merge_sort.py,merge_sort_helper,,12,35,6,B,2,31,10,3.0,B1,1.4193548387096775,"{""A1"": 21, ""A2"": 7, ""B1"": 3}","{""Subscript"": 10, ""Simplified incremental Assignment with increase amount"": 7, ""Simple Assignment"": 5, ""While with Else Loop"": 3, ""Simple List"": 1, ""Boolean Operation"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/merge_sort.py,merge_sort.py,merge_sort,,1,10,2,A,1,12,7,4.0,B2,1.25,"{""A1"": 11, ""B2"": 1}","{""Simple Assignment"": 3, ""Subscript"": 2, ""Slice"": 2, ""Return"": 2, ""Assigment with sum (total = total + 1)"": 1, ""Simple If statements"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/bubble_sort.py,bubble_sort.py,bubble_sort,,4,14,4,A,1,12,9,3.0,B1,1.25,"{""A1"": 10, ""A2"": 1, ""B1"": 1}","{""Simple Assignment"": 3, ""Subscript"": 2, ""'range' call function"": 1, ""Unary Operation"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/bubble_sort.py,bubble_sort.py,swap,,17,18,1,A,1,8,4,1.0,A1,1.0,"{""A1"": 8}","{""Subscript"": 4, ""Simple Tuple"": 2, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/quick_sort.py,quick_sort.py,quick_sort_helper,,8,28,7,B,2,21,10,4.0,B2,1.3333333333333333,"{""A1"": 17, ""A2"": 2, ""B1"": 1, ""B2"": 1}","{""Subscript"": 8, ""Simple If statements"": 4, ""Simple Assignment"": 2, ""Boolean Operation"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""While with Else Loop"": 1, ""Recursive Functions"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/quick_sort.py,quick_sort.py,quick_sort,,4,6,1,A,1,2,2,1.0,A1,1.0,"{""A1"": 2}","{""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/sorting_algorithms/quick_sort.py,quick_sort.py,swap,,31,32,1,A,1,8,4,1.0,A1,1.0,"{""A1"": 8}","{""Subscript"": 4, ""Simple Tuple"": 2, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/general_algorithms/kadanes_algorithm.py,kadanes_algorithm.py,kadanes_algorithm_2,,13,27,5,A,1,26,11,2.0,A2,1.0384615384615385,"{""A1"": 25, ""A2"": 1}","{""Subscript"": 7, ""Simple Assignment"": 6, ""Simple Tuple"": 4, ""Simple If statements"": 2, ""'range' call function"": 1, ""Boolean Operation"": 1, ""Slice"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/algorithms/src/general_algorithms/kadanes_algorithm.py,kadanes_algorithm.py,kadanes_algorithm,,2,9,2,A,1,12,7,1.0,A1,1.0,"{""A1"": 12}","{""Subscript"": 3, ""Simple Assignment"": 3, ""Simple Tuple"": 2, ""Slice"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/arrays/contains_duplicate/contains_duplicate.py,contains_duplicate.py,contains_duplicate,,1,9,3,A,1,16,9,2.0,A2,1.1875,"{""A1"": 13, ""A2"": 3}","{""Return"": 3, ""Simple Atributte"": 2, ""Subscript"": 2, ""Simple Assignment"": 2, ""Simple If statements"": 2, ""Simple For Loop"": 2, ""Simple Dictionary"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/arrays/contains_duplicate/contains_duplicate.py,contains_duplicate.py,contains_duplicate_2,,12,20,3,A,1,11,7,2.0,A2,1.1818181818181819,"{""A1"": 9, ""A2"": 2}","{""Return"": 3, ""Simple Assignment"": 2, ""Simple If statements"": 2, ""Simple Atributte"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Simple Dictionary"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/arrays/product_of_array_except_self/product_of_array_except_self.py,product_of_array_except_self.py,product_except_self,,4,17,3,A,1,20,10,2.0,A2,1.25,"{""A1"": 15, ""A2"": 5}","{""Subscript"": 4, ""Simple Assignment"": 3, ""Simplified incremental Assignment with increase multiplication"": 3, ""'range' call function"": 2, ""Unary Operation"": 2, ""Simple For Loop"": 2, ""Simple List"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/arrays/buy_and_sell_stock/buy_and_sell_stock.py,buy_and_sell_stock.py,max_profit,,1,14,3,A,1,16,9,3.0,B1,1.1875,"{""A1"": 14, ""A2"": 1, ""B1"": 1}","{""Subscript"": 4, ""Simple Assignment"": 4, ""Simple Tuple"": 2, ""Assigment with sum (total = total + 1)"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple If statements"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/arrays/two_sum/two_sum.py,two_sum.py,two_sum,,1,12,3,A,1,39,14,6.0,C2,1.2820512820512822,"{""A1"": 32, ""A2"": 6, ""C2"": 1}","{""Subscript"": 7, ""Return"": 6, ""Simple Assignment"": 5, ""Simple If statements"": 4, ""Simple List"": 3, ""Assigment with sum (total = total + 1)"": 3, ""Simple Dictionary"": 2, ""Function with Simple argument"": 2, ""Simple Atributte"": 2, ""Simple Tuple"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_23_merge_k_sorted_lists/merge_k_sorted_lists.py,merge_k_sorted_lists.py,mergeKLists,,18,28,5,A,1,40,12,3.0,B1,1.3,"{""A1"": 32, ""A2"": 4, ""B1"": 4}","{""Simple Assignment"": 9, ""Subscript"": 6, ""Simple Tuple"": 4, ""Return"": 4, ""Simple List"": 3, ""'range' call function"": 2, ""If statements expression (else)"": 2, ""Simple Atributte"": 2, ""Simple If statements"": 2, ""Simple For Loop"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_23_merge_k_sorted_lists/merge_k_sorted_lists.py,merge_k_sorted_lists.py,mergeTwoLists,,30,40,5,A,1,58,8,3.0,B1,1.4137931034482758,"{""A1"": 36, ""A2"": 20, ""B1"": 2}","{""Simple Atributte"": 20, ""Simple Assignment"": 15, ""Simple Tuple"": 10, ""Boolean Operation"": 4, ""Simple If statements"": 3, ""While with Else Loop"": 2, ""Function with Simple argument"": 2, ""Return"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_23_merge_k_sorted_lists/merge_k_sorted_lists.py,merge_k_sorted_lists.py,mergeKLists2,,54,68,4,A,1,54,10,3.0,B1,1.4074074074074074,"{""A1"": 35, ""A2"": 16, ""B1"": 3}","{""Simple Assignment"": 18, ""Simple Atributte"": 16, ""Simple Tuple"": 4, ""Simple List"": 3, ""While with Else Loop"": 3, ""Simple If statements"": 2, ""Simple For Loop"": 2, ""Function with Simple argument"": 2, ""Return"": 2, ""Print"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_23_merge_k_sorted_lists/merge_k_sorted_lists.py,merge_k_sorted_lists.py,print_list,,75,78,2,A,1,12,5,3.0,B1,1.6666666666666667,"{""A1"": 6, ""A2"": 4, ""B1"": 2}","{""Simple Atributte"": 4, ""Print"": 2, ""Simple Assignment"": 2, ""While with Else Loop"": 2, ""Function with Simple argument"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_23_merge_k_sorted_lists/merge_k_sorted_lists.py,merge_k_sorted_lists.py,ListNode,,4,10,2,A,1,25,6,3.0,B1,1.64,"{""A2"": 12, ""A1"": 11, ""B1"": 2}","{""Simple Atributte"": 10, ""Simple Assignment"": 6, ""Function with Simple argument"": 3, ""Function with Simple argument with Default argument"": 2, ""Return"": 2, ""Simple Class  Using the constructor method --> __init__"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_23_merge_k_sorted_lists/merge_k_sorted_lists.py,merge_k_sorted_lists.py,__init__,,5,7,1,A,1,10,3,2.0,A2,1.6,"{""A2"": 6, ""A1"": 4}","{""Simple Atributte"": 4, ""Simple Assignment"": 4, ""Function with Simple argument with Default argument"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_23_merge_k_sorted_lists/merge_k_sorted_lists.py,merge_k_sorted_lists.py,__lt__,,9,10,1,A,1,10,4,2.0,A2,1.5,"{""A2"": 5, ""A1"": 5}","{""Simple Atributte"": 5, ""Function with Simple argument"": 2, ""Return"": 2, ""Simple Assignment"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_21_merge_two_sorted_lists/merge_two_sorted_lists.py,merge_two_sorted_lists.py,mergeTwoLists,,11,21,5,A,1,47,8,3.0,B1,1.4680851063829787,"{""A1"": 27, ""A2"": 18, ""B1"": 2}","{""Simple Atributte"": 18, ""Simple Assignment"": 10, ""Simple Tuple"": 8, ""Boolean Operation"": 4, ""Simple If statements"": 2, ""While with Else Loop"": 2, ""Return"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_21_merge_two_sorted_lists/merge_two_sorted_lists.py,merge_two_sorted_lists.py,ListNode,,2,5,2,A,1,12,4,3.0,B1,1.8333333333333333,"{""A2"": 6, ""A1"": 4, ""B1"": 2}","{""Simple Atributte"": 4, ""Simple Assignment"": 4, ""Function with Simple argument with Default argument"": 2, ""Simple Class  Using the constructor method --> __init__"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_21_merge_two_sorted_lists/merge_two_sorted_lists.py,merge_two_sorted_lists.py,__init__,,3,5,1,A,1,10,3,2.0,A2,1.6,"{""A2"": 6, ""A1"": 4}","{""Simple Atributte"": 4, ""Simple Assignment"": 4, ""Function with Simple argument with Default argument"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/blind_75/src/linkedlists/lc_19_remove_nth_node_from_list/remove_nth_node_from_list.py,remove_nth_node_from_list.py,removeNthFromEnd,,7,19,4,A,1,42,9,3.0,B1,1.5714285714285714,"{""A1"": 22, ""A2"": 16, ""B1"": 4}","{""Simple Atributte"": 14, ""Simple Assignment"": 10, ""Simple Tuple"": 4, ""While with Else Loop"": 4, ""Unary Operation"": 2, ""Boolean Operation"": 2, ""Simplified incremental Assignment with decrease subtraction"": 2, ""Function with Simple argument"": 2, ""Return"": 2}"
