case,project,file,file_name,class,start_line,end_line,displacement,level,level_num,source_file
python-beginner-programming-exercises,15-Looping-With-FizzBuzz,test.py,test.py,'assert' exception,24,24,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,01-Console,test.py,test.py,'assert' exception,22,22,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,01-Console,test.py,test.py,'assert' exception,17,17,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,02-Declare-Variables,test.py,test.py,'assert' exception,30,30,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,02-Declare-Variables,test.py,test.py,'assert' exception,17,17,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,02-Declare-Variables,test.py,test.py,'assert' exception,25,25,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,12-Rand-From-One-to-Twelve,test.py,test.py,'assert' exception,30,30,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,12-Rand-From-One-to-Twelve,test.py,test.py,'assert' exception,25,25,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,12-Rand-From-One-to-Twelve,test.py,test.py,'assert' exception,37,37,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,13-Your-First-Loop,test.py,test.py,'assert' exception,23,23,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,13-Your-First-Loop,test.py,test.py,'assert' exception,30,30,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,05-User-Inputed-Values,test.py,test.py,'assert' exception,19,19,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,05-User-Inputed-Values,test.py,test.py,'assert' exception,10,10,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,18-The-Beatles,test.py,test.py,'assert' exception,14,14,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,18-The-Beatles,test.py,test.py,'assert' exception,24,24,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,18-The-Beatles,test.py,test.py,'assert' exception,29,29,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,07-Create-a-Basic-HTML,test.py,test.py,'assert' exception,33,33,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,07-Create-a-Basic-HTML,test.py,test.py,'assert' exception,16,16,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,07-Create-a-Basic-HTML,test.py,test.py,'assert' exception,27,27,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,16-Random-Colors-Loop,test.py,test.py,'assert' exception,27,27,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,16-Random-Colors-Loop,test.py,test.py,'assert' exception,32,32,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,16-Random-Colors-Loop,test.py,test.py,'assert' exception,41,41,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,19-Bottles-Of-Milk,test.py,test.py,'assert' exception,22,22,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,19-Bottles-Of-Milk,test.py,test.py,'assert' exception,26,26,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,19-Bottles-Of-Milk,test.py,test.py,'assert' exception,43,43,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,10-Calling-Your-First-Function,test.py,test.py,'assert' exception,37,37,4,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
python-beginner-programming-exercises,10-Calling-Your-First-Function,test.py,test.py,'assert' exception,23,23,8,B2,4,/home/juan/Documents/Analisis-CC-PyCEFR/data/processed/python-beginner-programming-exercises/data_pycefr.json
